id;familia;genero;nombre;autor;sinonimos;referencias;taxones_infraespecificos;habito;origen;estado_de_conservacion;especimen_representativo;notas;regiones_biogeograficas;elevacion_minima;elevacion_maxima;departamentos;distribucion_global
3865;MYRTACEAE;Myrcianthes;Myrcianthes sanctae-martae;C.Parra-O.;;Parra-O. 2012;;Árbol;Nativa;No Evaluada;Cuatrecasas 24769 (COL, US);Conocida solo del tipo;Sierra Nevada de Santa Marta;2400 m;2650 m;Magdalena;
3866;MYRTACEAE;Pimenta;Pimenta dioica;(L.) Merr.;;;;Árbol;Naturalizada;No Evaluada;Díaz 113 (COL);;Islas Caribeñas;40 m;40 m;San Andrés, Providencia y Santa Catalina;México, Centroamérica, Antillas
3867;MYRTACEAE;Pimenta;Pimenta racemosa;(Mill.) J.W.Moore;Pimenta acris (Sw.) Kostel.;Rangel-Ch. 2004;;Árbol;Cultivada;No Evaluada;Daniel 4881 (COL, MEDEL);;Andes;1550 m;1550 m;Antioquia;Antillas
3868;MYRTACEAE;Plinia;Plinia involucrata;(O.Berg) McVaugh;;Parra-O. 2006;;Árbol;Nativa;No Evaluada;Parra-O. 381 (COL);;Orinoquia;50 m;100 m;Vichada;Colombia, Venezuela, Brasil
3869;MYRTACEAE;Plinia;Plinia sp. 1;;;;;Árbol;Nativa;No Evaluada;Parra-O. 526 (COL);;Andes;1660 m;1900 m;Santander;
3870;MYRTACEAE;Psidium;Psidium acutangulum;DC.;Psidium persoonii McVaugh;McVaugh 1969;;Árbol;Nativa;No Evaluada;García-Barriga 10595 (COL);;Amazonia, Orinoquia, Valle del Magdalena;100 m;850 m;Amazonas, Cundinamarca, Meta;N Suramérica
3871;MYRTACEAE;Psidium;Psidium densicomum;DC.;Psidium ovatifolium O.Berg;McVaugh 1958a, Holst 2003;;Árbol;Nativa;No Evaluada;Schultes 14947a (COL);;Amazonia;100 m;100 m;Amazonas;N Suramérica
3872;MYRTACEAE;Psidium;Psidium friedrichsthalianum;(O.Berg) Nied.;;McVaugh 1969;;Árbol;Cultivada;No Evaluada;Fonnegra 2473 (HUA, MO);;Andes, Llanura del Caribe, Valle del Cauca, Valle del Magdalena;300 m;1560 m;Antioquia, Atlántico, Caldas, Cesar, Cundinamarca, Santander, Valle;Nativa de México a Costa Rica
3873;MYRTACEAE;Psidium;Psidium occidentale;Landrum & C.Parra-O.;;Landrum & Parra-O. 2014;;Árbol;Nativa;Preocupación Menor;Clavijo 1586 (COL, CAUP, CUVC, HUA, PSO);;Andes;600 m;2100 m;Nariño;SO Colombia y NO Ecuador
3874;MYRTACEAE;Psidium;Psidium sartorianum;(O.Berg) Nied.;Mitropsidium oblanceolatum Burret;McVaugh 1969;;Arbusto, Árbol;Nativa;No Evaluada;Gentry 79699 (MO);;Islas Caribeñas, Llanura del Caribe;300 m;300 m;Magdalena, San Andrés, Providencia y Santa Catalina;México a Bolivia
3875;MYRTACEAE;Syzygium;Syzygium cumini;(L.) Skeels;;;;Árbol;Cultivada;No Evaluada;Forero 1558 (MO);;Andes, Llanura del Caribe, Valle del Cauca;150 m;2430 m;Cesar, Cundinamarca, Valle;"Nativa de la región Indo-Malaya; cultivada en los trópicos"
3876;MYRTACEAE;Syzygium;Syzygium jambos;(L.) Alston;;Forero & Gentry 1989;;Árbol;Cultivada;No Evaluada;Callejas 3242 (HUA, MO);;Amazonia, Andes, Llanura del Caribe, Orinoquia, Pacífico, Valle del Cauca;30 m;2350 m;Antioquia, Boyacá, Caldas, Cauca, Chocó, Cundinamarca, La Guajira, Huila, Magdalena, Meta, Norte de Santander, Putumayo, Quindío, Santander, Tolima, Valle;"Nativa de la región Indo-Malaya; cultivada en los trópicos"
3877;MYRTACEAE;Syzygium;Syzygium malaccense;(L.) Merr. & L.M.Perry;;Forero & Gentry 1989;;Árbol;Cultivada;No Evaluada;Fonnegra 2212 (HUA, MO);;Amazonia, Andes, Orinoquia, Pacífico, Valle del Cauca, Valle del Magdalena;20 m;1200 m;Amazonas, Antioquia, Arauca, Caquetá, Chocó, Cundinamarca, Guainía, Guaviare, Quindío, Tolima, Valle;"Nativa de la región Indo-Malaya; cultivada en los trópicos"
3878;NYCTAGINACEAE;Cephalotomandra;Cephalotomandra fragrans;H.Karst. & Triana;;Standley 1931b, Huertas & Camargo 1976a;;Árbol;Nativa;No Evaluada;Idrobo 1499 (COL, MO);Tipo de Colombia;Andes, Valle del Magdalena;500 m;1400 m;Cundinamarca;Cuenca del río Magdalena
3879;NYCTAGINACEAE;Colignonia;Colignonia ovalifolia;Heimerl;;Bohlin 1988, Luteyn 1999, Rangel-Ch. 2000;;Subarbusto, Árbol, Liana;Nativa;No Evaluada;Díaz 2061 (COL);;Andes;2200 m;3500 m;Caldas, Cauca, Nariño, Tolima;C Colombia a N Bolivia
3880;NYCTAGINACEAE;Guapira;Guapira costaricana;(Standl.) Woodson;;Rangel-Ch. 2004;;Árbol;Nativa;No Evaluada;Gentry 30238 (COL, MO);;Amazonia, Andes, Pacífico, Valle del Cauca;15 m;1870 m;Antioquia, Caldas, Caquetá, Chocó, Cundinamarca, Guaviare, Quindío, Valle;México a Colombia
3881;NYCTAGINACEAE;Guapira;Guapira cuspidata;(Heimerl) Lundell;Guapira ayacuchae Steyerm., Pisonia cuspidata Heimerl;Steyermark 1987, Steyermark et al. 1995;;Arbolito, Árbol;Nativa;No Evaluada;Gentry 46330 (COL?, MO);;Orinoquia;100 m;350 m;Meta, Vichada;"Colombia a Guayana Francesa; Ecuador, Bolivia"
3882;NYCTAGINACEAE;Guapira;Guapira fragrans;(Dum.Cours.) Little;Pisonia fragrans Dum.Cours., Pisonia inermis Jacq., Torrubia fragrans (Dum.Cours.) Standl., Torrubia inermis Jacq.;Standley 1931b, Funk et al. 2007;;Árbol;Nativa;No Evaluada;Smith 396 (COL?, F, US);;Llanura del Caribe;75 m;100 m;Atlántico, Bolívar, Magdalena;"Venezuela, N Colombia; Antillas"
3883;NYCTAGINACEAE;Guapira;Guapira olfersiana;(Link et al.) Lundell;Pisonia olfersiana Link et al.;;;Arbusto, Árbol;Nativa;No Evaluada;Fonnegra 2348 (HUA, MO);;Pacífico, Valle del Magdalena;170 m;600 m;Antioquia;"Colombia y Venezuela a Bolivia y Paraguay; Trinidad"
3884;NYCTAGINACEAE;Guapira;Guapira sancarlosiana;Steyerm.;;Steyermark & Aymard 2003;;Arbolito, Árbol;Nativa;No Evaluada;Córdoba 640 (COL, MO);;Guayana y Serranía de La Macarena;100 m;100 m;Guainía;E Colombia y Venezuela
3885;NYCTAGINACEAE;Guapira;Guapira uberrima;(Standl.) Lundell;Torrubia uberrima Standl.;Standley 1931b;;Árbol;Nativa;No Evaluada;"Smith 1873 (HT: F; IT: US)";Tipo de Colombia;Llanura del Caribe;0 m;75 m;Bolívar, Magdalena;N Colombia
3886;NYCTAGINACEAE;Neea;Neea amplexicaulis;Dwyer & M.V.Hayden;;;;Árbol;Nativa;No Evaluada;;Esperada;Pacífico;0 m;100 m;Chocó;E Panamá
3887;NYCTAGINACEAE;Neea;Neea amplifolia;Donn.Sm.;Neea elegans P.H.Allen;Rangel-Ch. 2004;;Arbusto, Árbol;Nativa;No Evaluada;Forero 1837 (COL, MO);;Andes, Pacífico, Valle del Magdalena;5 m;1450 m;Antioquia, Chocó;Nicaragua a NO Colombia
3888;NYCTAGINACEAE;Neea;Neea anisophylla;Ernst;;Standley 1931b;;Arbolito, Árbol;Nativa;No Evaluada;;;;;;Desconocido;"Colombia y Venezuela; Bolivia"
3889;NYCTAGINACEAE;Neea;Neea brevipedunculata;Steyerm.;;;;Arbusto, Árbol;Nativa;No Evaluada;Soejarto 3990 (MO);;Guayana y Serranía de La Macarena, Valle del Magdalena;100 m;700 m;Antioquia, Guainía;Colombia y Venezuela
3890;NYCTAGINACEAE;Neea;Neea divaricata;Poepp. & Endl.;;Rudas & Prieto 2005;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Callejas 4159 (HUA, MO);;Amazonia, Andes, Valle del Magdalena;80 m;1950 m;Amazonas, Antioquia, Bolívar, Guaviare, Putumayo, Risaralda, Valle;Colombia y Venezuela a Perú y Bolivia
3891;NYCTAGINACEAE;Neea;Neea floribunda;Poepp. & Endl.;;Rudas & Prieto 2005;;Arbusto, Árbol;Nativa;No Evaluada;Rudas 4637 (MO);;Amazonia, Andes, Valle del Magdalena;100 m;1850 m;Amazonas, Antioquia, Putumayo;N Suramérica
3892;NYCTAGINACEAE;Neea;Neea laxa;Poepp. & Endl.;;Rudas & Prieto 2005;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Rudas 3121 (COL, MO);;Amazonia;100 m;150 m;Amazonas;Colombia a Perú
3893;NYCTAGINACEAE;Neea;Neea macrophylla;Poepp. & Endl.;;Rudas & Prieto 2005;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Rudas 1516 (COL, MO);;Amazonia, Andes;100 m;1500 m;Amazonas, Antioquia, Putumayo;Colombia a Bolivia
3894;NYCTAGINACEAE;Neea;Neea nigricans;Fawc. & Rendle;;;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Lowy 267 (COL);;Islas Caribeñas;50 m;150 m;San Andrés, Providencia y Santa Catalina;"Jamaica; Isla de Providencia"
3895;NYCTAGINACEAE;Neea;Neea obovata;Heimerl;;Standley 1931b;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Córdoba 625 (COL?, MO);;Amazonia, Guayana y Serranía de La Macarena;100 m;300 m;Caquetá, Guainía, Vaupés;Colombia, Venezuela, Brasil y Guyana
3896;NYCTAGINACEAE;Neea;Neea parviflora;Poepp. & Endl.;;Rangel-Ch. 2004;;Árbol;Nativa;No Evaluada;Cárdenas 5392 (COAH, MO);;Amazonia, Pacífico;20 m;130 m;Amazonas, Chocó, Putumayo;"Colombia, Ecuador, Perú, Brasil; Belice"
3897;NYCTAGINACEAE;Neea;Neea sebastianii;Steyerm.;;Steyermark 1987;;Árbol;Nativa;No Evaluada;;Esperada;Guayana y Serranía de La Macarena;100 m;100 m;Guainía;Colombia (prob.) y Venezuela
3898;NYCTAGINACEAE;Neea;Neea spruceana;Heimerl;;Rudas & Prieto 2005;;Arbusto, Árbol;Nativa;No Evaluada;Pipoly 16120 (MO);;Amazonia, Guayana y Serranía de La Macarena, Orinoquia, Valle del Magdalena;100 m;900 m;Amazonas, Antioquia, Guainía, Meta;Colombia y Venezuela a Bolivia
3899;NYCTAGINACEAE;Neea;Neea virens;Heimerl;;Rangel-Ch. 2004, Rudas & Prieto 2005;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Rudas 1717 (COL, MO);;Amazonia, Andes, Llanura del Caribe, Pacífico, Valle del Magdalena;10 m;1060 m;Amazonas, Antioquia, Chocó, Magdalena;Colombia a Bolivia
3900;OCHNACEAE;Blastemanthus;Blastemanthus gemmiflorus;(Mart.) Planch.;Blastemanthus sprucei Tiegh.;Sastre 1994, Sastre 2003;Blastemanthus gemmiflorus subsp. gemmiflorus , Blastemanthus gemmiflorus subsp. sprucei (Tiegh.) Sastre;Arbusto, Árbol;Nativa;No Evaluada;Cárdenas 6907 (COAH, MO);;Amazonia;100 m;200 m;Amazonas, Caquetá, Vaupés;N Amazonia
3901;OCHNACEAE;Cespedesia;Cespedesia spathulata;(Ruiz & Pav.) Planch.;Cespedesia bonplandii Goudot, Cespedesia macrophylla Seem., Cespedesia repanda (Kunth) Tiegh., Cespedesia repanda var. lanceolata Cuatrec.;Sastre 1975;;Árbol;Nativa y cultivada;No Evaluada;Fonnegra 2325 (HUA, MO);;Amazonia, Andes, Guayana y Serranía de La Macarena, Llanura del Caribe, Pacífico, Valle del Magdalena;100 m;1200 m;Amazonas, Antioquia, Bolívar, Boyacá, Caldas, Caquetá, Cauca, Chocó, Córdoba, Cundinamarca, Meta, Nariño, Norte de Santander, Putumayo, Santander, Tolima, Valle;Honduras a Bolivia y Brasil
3902;OCHNACEAE;Elvasia;Elvasia elvasioides;(Planch.) Gilg;;Sastre 1978;;Árbol;Nativa;No Evaluada;;Registro basado en identificación errónea;;;;Desconocido;Costa Rica, Panamá, N Suramérica
3903;OCHNACEAE;Elvasia;Elvasia oligandra;Cuatrec.;;Sastre 1978;;Árbol;Nativa;No Evaluada;"Cuatrecasas 13045 (HT: F; IT: COL)";Conocida solo del tipo;Andes;470 m;600 m;Norte de Santander;Cordillera Oriental
3904;OCHNACEAE;Elvasia;Elvasia quinqueloba;Engl.;;Dwyer 1943, Sastre 2003;;Árbol;Nativa;No Evaluada;Gutiérrez 869 (COL);;Amazonia;100 m;200 m;Amazonas, Vaupés;N Amazonia, Guyana
3905;OCHNACEAE;Froesia;Froesia crassiflora;Pires & Fróes;;Steyermark & Bunting 1975, Schneider & Zizka 1997;;Arbolito, Árbol;Nativa;No Evaluada;Schultes 10401C (US);;Amazonia;120 m;120 m;Amazonas;S Colombia y NO Brasil
3906;OCHNACEAE;Godoya;Godoya antioquiensis;Planch.;;;;Árbol;Nativa;No Evaluada;Callejas 10357 (HUA);;Andes;1000 m;2500 m;Antioquia, Cauca, Tolima;
3907;OCHNACEAE;Lacunaria;Lacunaria crenata;(Tul.) A.C.Sm.;Lacunaria decastyla (Radlk.) Ducke;Rocha & Secco 2004, Schneider & Zizka 2012;Lacunaria crenata subsp. decastyla (Radlk.) J.V.Schneid. & Zizka;Árbol;Nativa;No Evaluada;Cogollo 4953 (JAUM, MO);;Amazonia, Andes, Pacífico, Valle del Magdalena;50 m;1400 m;Antioquia, Boyacá, Casanare, Chocó, Meta, Santander;Nicaragua a N Suramérica
3908;OCHNACEAE;Lacunaria;Lacunaria jenmanii;(Oliv.) Ducke;Lacunaria grandiflora Ducke;Rocha & Secco 2004, Schneider & Zizka 2012;;Árbol;Nativa;No Evaluada;Ramírez 955 (COL);;Amazonia, Guayana y Serranía de La Macarena, Pacífico, Valle del Cauca, Valle del Magdalena;70 m;1400 m;Amazonas, Antioquia, Bolívar, Caldas, Caquetá, Chocó, Meta, Santander, Vaupés;Colombia, Venezuela, Guayana Francesa, Ecuador, Perú y Brasil
3909;OCHNACEAE;Lacunaria;Lacunaria macrostachya;(Tul.) A.C.Sm.;;Schneider & Zizka 2004, Schneider & Zizka 2012;;Arbolito, Árbol;Nativa;No Evaluada;;Esperada;Amazonia, Guayana y Serranía de La Macarena;100 m;300 m;Amazonas, Guainía, Putumayo;Colombia?, Venezuela, Brasil, Perú, Ecuador
3910;OCHNACEAE;Lacunaria;Lacunaria oppositifolia;Pires;;Schneider & Zizka 2012;;Arbusto, Árbol;Nativa;No Evaluada;;Esperada;Amazonia;100 m;200 m;Desconocido;Brasil y Venezuela
3911;OCHNACEAE;Ouratea;Ouratea amplifolia;Sleumer;;;;Árbol;Nativa;No Evaluada;Clavijo 934 (COAH);;Amazonia, Guayana y Serranía de La Macarena;100 m;140 m;Amazonas, Vaupés;S Colombia, Ecuador, Perú, Bolivia
3912;OCHNACEAE;Ouratea;Ouratea aquatica;(Kunth) Engl.;;;;Árbol;Nativa;No Evaluada;Cárdenas 24272 (COAH);;Guayana y Serranía de La Macarena;120 m;120 m;Guainía;S Colombia, Ecuador, Perú, Bolivia
3913;OCHNACEAE;Ouratea;Ouratea castaneifolia;(DC.) Engl.;Gomphia castaneifolia DC., Ouratea angulata Tiegh.;Sastre 2003;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Pinto 1342 (COL);;Amazonia, Orinoquia;100 m;800 m;Amazonas, Vichada;Suramérica tropical
3914;OCHNACEAE;Ouratea;Ouratea chocoensis;Sastre;;;;Árbol;Nativa;No Evaluada;"Gentry 30362 (HT: P; IT: COL, MO)";Tipo de Colombia;Pacífico;80 m;80 m;Chocó;Colombia
3915;OCHNACEAE;Ouratea;Ouratea coccinea;Engl.;;;;Árbol;Nativa;No Evaluada;Pinzón 402 (COAH);;Guayana y Serranía de La Macarena;120 m;220 m;Guainía, Guaviare;SE Colombia, SO Venezuela, Brasil
3916;OCHNACEAE;Ouratea;Ouratea engleri;Tiegh.;;;;Árbol;Nativa;No Evaluada;Rodríguez 214 (COAH);;Amazonia;120 m;120 m;Amazonas;S Colombia, SO Venezuela, NO Brasil
3917;OCHNACEAE;Ouratea;Ouratea kananariensis;Sastre;;;;Árbol;Nativa;No Evaluada;García-Barriga 13773 (HT: COL);Tipo de Colombia;Guayana y Serranía de La Macarena;700 m;700 m;Amazonas, Vaupés;Sierra de Chiribiquete
3918;OCHNACEAE;Ouratea;Ouratea lucens;(Kunth) Engl.;Gomphia lucens Kunth;Dwyer 1967;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Bonpland 1455 (HT: P);Tipo de Colombia;Andes, Llanura del Caribe, Pacífico;0 m;1150 m;Antioquia, Atlántico, Chocó, Cundinamarca, Meta;Colombia
3919;OCHNACEAE;Ouratea;Ouratea pisiformis;Engl.;;Sastre 2003;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Sastre 510 (COL);;Amazonia, Guayana y Serranía de La Macarena;450 m;450 m;Amazonas, Guainía;NO Suramérica
3920;OCHNACEAE;Ouratea;Ouratea polyantha;(Triana & Planch.) Engl.;Gomphia polyantha Triana & Planch.;;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Triana s.n. (BM, K, P);Tipo de Colombia;Guayana y Serranía de La Macarena, Islas Caribeñas, Orinoquia;90 m;250 m;Caquetá, Meta, San Andrés, Providencia y Santa Catalina, Vaupés, Vichada;Colombia, Venezuela, Perú
3921;OCHNACEAE;Ouratea;Ouratea pyrifera;Cuatrec.;;;;Árbol;Nativa;No Evaluada;Cuatrecasas 21444 (HT: F);Tipo de Colombia;Pacífico, Valle del Magdalena;5 m;500 m;Chocó, Tolima;
3922;OCHNACEAE;Ouratea;Ouratea rubricyanea;Cuatrec.;;;;Árbol;Nativa;No Evaluada;"Cuatrecasas 15774 (HT: F; IT: COL)";Tipo de Colombia;Andes, Pacífico;10 m;900 m;Antioquia, Cauca, Valle;
3923;OCHNACEAE;Perissocarpa;Perissocarpa umbellifera;Steyerm. & Maguire;;Sastre 2003;;Árbol;Nativa;No Evaluada;Cárdenas 4192 (COAH, MO);;Amazonia;10 m;350 m;Amazonas;NO Amazonia
3924;OCHNACEAE;Poecilandra;Poecilandra retusa;Tul.;;Sastre 2003;Poecilandra retusa var. retusa ;Arbusto, Árbol;Nativa;No Evaluada;Cárdenas 16830 (COAH);;Amazonia, Guayana y Serranía de La Macarena;;;Guainía, Vaupés;NO Amazonia, Guayana
3925;OCHNACEAE;Quiina;Quiina attenuata;J.V.Schneid. & Zizka;;Schneider & Zizka 2003;;Árbol;Nativa;No Evaluada;;Esperada;Amazonia, Guayana y Serranía de La Macarena;119 m;119 m;Guainía;SO Venezuela, (prob.) E Colombia y N Perú
3926;OCHNACEAE;Quiina;Quiina cruegeriana;Griseb.;Quiina cajambrensis Cuatrec., Quiina colonensis (D'Arcy) D'Arcy;Schneider 1998, Schneider 2004;;Árbol;Nativa;No Evaluada;Rudas 5930 (COL, MO);;Amazonia, Pacífico, Valle del Cauca, Valle del Magdalena;5 m;925 m;Amazonas, Antioquia, Chocó, Valle;Centroamérica, Trinidad, Jamaica, N Suramérica hasta Bolivia y Brasil
3927;OCHNACEAE;Quiina;Quiina florida;Tul.;Quiina multiflora Cuatrec., Quiina nitens J.F.Macbr.;Schneider 1998, Schneider 2004;;Arbusto, Árbol;Nativa;No Evaluada;Rudas 4346 (COL, MO);;Amazonia, Orinoquia, Pacífico, Valle del Magdalena;100 m;800 m;Amazonas, Antioquia, Valle, Vichada;Colombia y Venezuela a Brasil y Bolivia
3928;OCHNACEAE;Quiina;Quiina integrifolia;Pulle;;Schneider 2004;;Arbusto, Árbol;Nativa;No Evaluada;Defler 493 (MO);;Amazonia, Guayana y Serranía de La Macarena;200 m;200 m;Vaupés;Amazonia de Colombia, Perú, Brasil a las Guayanas
3929;OCHNACEAE;Quiina;Quiina longifolia;Planch. & Triana;;Schneider 1998;;Arbusto, Árbol;Nativa;No Evaluada;Franco 6106 (COL, MO);;Guayana y Serranía de La Macarena, Orinoquia;75 m;120 m;Guainía, Vaupés;E Colombia, O Venezuela y NO Brasil
3930;OCHNACEAE;Quiina;Quiina macrophylla;Tul.;;Schneider 1998, Schneider 2004;;Arbusto, Árbol;Nativa;No Evaluada;Galeano 1067 (COL, MO);Tipo de Colombia;Amazonia, Guayana y Serranía de La Macarena, Orinoquia, Valle del Magdalena;100 m;800 m;Amazonas, Antioquia, Caquetá, Casanare, Meta, Vaupés, Vichada;Centroamérica, Colombia, Venezuela, Ecuador, Perú, Brasil
3931;OCHNACEAE;Quiina;Quiina obovata;Tul.;;Schneider 1998;;Árbol;Nativa;No Evaluada;Defler 490 (MO);;Amazonia, Guayana y Serranía de La Macarena;200 m;200 m;Caquetá, Vaupés;N Suramérica E de los Andes
3932;OCHNACEAE;Quiina;Quiina pteridophylla;(Radlk.) Pires;;Schneider 1998;;Árbol;Nativa;No Evaluada;Cárdenas 2789 (JAUM, MO);;Amazonia, Llanura del Caribe, Orinoquia, Valle del Magdalena;80 m;800 m;Antioquia, Bolívar, Santander;Colombia a Guayana Francesa y S a Bolivia
3933;OCHNACEAE;Quiina;Quiina tinifolia;Planch. & Triana;;Schneider 1998;;Arbolito, Árbol;Nativa;No Evaluada;;Esperada;Guayana y Serranía de La Macarena;120 m;120 m;Guainía;S Venezuela, E Colombia y NO Brasil
3934;OCHNACEAE;Quiina;Quiina wurdackii;Pires;;Schneider 1998;;Arbolito, Árbol;Nativa;No Evaluada;;Esperada;Guayana y Serranía de La Macarena;120 m;120 m;Guainía;Venezuela y (prob.) E Colombia y NO Brasil
3935;OCHNACEAE;Rhytidanthera;Rhytidanthera splendida;(Planch.) Tiegh.;Godoya splendida Planch., Rhytidanthera regalis R.E.Schult.;Sastre 1995;;Arbusto, Árbol;Nativa;No Evaluada;Franco 3765 (COL);;Andes, Guayana y Serranía de La Macarena;550 m;1500 m;Boyacá, Caquetá, Meta, Norte de Santander, Santander;
3936;OCHNACEAE;Touroulia;Touroulia amazonica;Pires & A.S.Foster;;;;Arbolito, Árbol;Nativa;No Evaluada;La Rotta 555 (COL);;Amazonia;100 m;200 m;Caquetá;S Colombia, S Venezuela, Guayanas y NO Brasil
3937;OCHNACEAE;Touroulia;Touroulia guianensis;Aubl.;;;;Arbolito, Árbol;Nativa;No Evaluada;Gentry 64986 (MO);;Amazonia;100 m;200 m;Amazonas, Caquetá;Colombia a Guayana Francesa y NE Brasil
3938;OCHNACEAE;Wallacea;Wallacea insignis;Benth. & Hook.f.;;Sastre 2003;;Arbusto, Árbol;Nativa;No Evaluada;Cárdenas 24583 (COAH, COL);;Guayana y Serranía de La Macarena, Orinoquia;100 m;300 m;Amazonas, Caquetá, Guainía, Vaupés, Vichada;NO Amazonia
3939;OLACACEAE;Dulacia;Dulacia candida;(Poepp.) Kuntze;Dulacia adhaerens var. stenopoda Cuatrec.;Sleumer 1984, Jørgensen & Ulloa 2002, MacDougal 2003;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Cuatrecasas 7505 (COL, MO, US);;Amazonia, Guayana y Serranía de La Macarena, Orinoquia, Pacífico, Valle del Magdalena;50 m;475 m;Amazonas, Antioquia, Caquetá, Casanare, Guainía, Putumayo, Valle, Vaupés, Vichada;Colombia, Amazonia de Venezuela a Brasil y Bolivia
3940;OLACACEAE;Dulacia;Dulacia inopiflora;(Miers) Kuntze;;Sleumer 1984, MacDougal 2003;;Arbusto, Árbol;Nativa;No Evaluada;Restrepo 627 (COAH);;Amazonia, Guayana y Serranía de La Macarena;120 m;240 m;Amazonas, Caquetá, Guainía, Vaupés;Amazonia
3941;OLACACEAE;Dulacia;Dulacia macrophylla;(Benth.) Kuntze;Liriosma macrophylla (Benth.) M.Roem.;Sleumer 1984, MacDougal 2003;;Árbol;Nativa;No Evaluada;Cárdenas 22360 (COAH);;Amazonia, Guayana y Serranía de La Macarena;120 m;500 m;Amazonas, Caquetá, Guainía, Vaupés;Colombia, Venezuela, Brasil, Perú
3942;OLEACEAE;Chionanthus;Chionanthus abriaquiensis;Fern.Alonso & Cogollo;;Fernández-Alonso & Cogollo-Pacheco 2016;;Árbol;Nativa;No Evaluada;;;Andes;;;Antioquia;Cordillera Occidental
3943;OLEACEAE;Chionanthus;Chionanthus compactus;Sw.;Chionanthus caribaeus Jacq., Chionanthus gorgonae Lozano & Fuertes, Linociera santamartensis Camp & Monach.;Green 1994, Govaerts & Green 2010;;Árbol;Nativa;No Evaluada;Lozano 5175 (COL, MA, T de C. gorgonae);;Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;0 m;460 m;Casanare, Cauca, Magdalena, Norte de Santander, Santander;"Colombia, Venezuela; Antillas"
3944;OLEACEAE;Chionanthus;Chionanthus implicatus;(Rusby) P.S.Green;Chionanthus idroboi Lozano & Fuertes;Green 1994, Govaerts & Green 2010;;Árbol;Nativa;No Evaluada;Smith 1485 (COL, T de C. idroboi);;Guayana y Serranía de La Macarena;500 m;500 m;Meta;Colombia, Venezuela, Ecuador, Perú, Brasil, Bolivia
3945;OLEACEAE;Fraxinus;Fraxinus uhdei;(Wenz.) Lingelsh.;;Wallander 2008;;Árbol;Cultivada;No Evaluada;García-Barriga 21189 (COL);;Andes;1470 m;2800 m;Antioquia, Cundinamarca;Estado Unidos a Honduras, cultivada en Suramérica
3946;OLEACEAE;Ligustrum;Ligustrum japonicum;Thunb.;;Govaerts & Green 2010;;Árbol;Cultivada;No Evaluada;Camargo 7836 (COL);;Andes;2650 m;2650 m;Cundinamarca;nativa de SE China a E Asia
3947;OLEACEAE;Ligustrum;Ligustrum vulgare;L.;;Govaerts & Green 2010;;Árbol;Cultivada;No Evaluada;Calle 28 (HUA, MEDEL);;Andes;2100 m;2100 m;Antioquia;Nativa de NO África, Europa a NO Irán
3948;OLEACEAE;Olea;Olea europaea;L.;;Govaerts & Green 2010;;Arbusto, Arbolito, Árbol;Cultivada;No Evaluada;Duque 3118 (COL);;Andes;1990 m;2620 m;Boyacá, Cundinamarca;"Mediterráneo; cultivada en climas subtropicales"
3949;OPILIACEAE;Agonandra;Agonandra brasiliensis;Benth.;Agonandra granatensis Rusby;Hiepko 2000;Agonandra brasiliensis subsp. brasiliensis , Agonandra brasiliensis subsp. racemigera Hiepko;Árbol;Nativa;No Evaluada;Smith 1950 (A, B, BM, BR, COL, F, G, GH, K, MICH, MO, NY, P, S, U, US, T de A. granatensis);;Amazonia, Llanura del Caribe, Orinoquia, Sierra Nevada de Santa Marta;0 m;610 m;Atlántico, Bolívar, La Guajira, Magdalena, Putumayo, Vichada;N y C Suramérica, C Panamá
3950;OPILIACEAE;Agonandra;Agonandra peruviana;Hiepko;;;;Árbol;Nativa;No Evaluada;Cárdenas 9822 (COAH);;Amazonia;100 m;100 m;Amazonas;O Amazonia
3951;OPILIACEAE;Agonandra;Agonandra silvatica;Ducke;;;;Árbol, Hemiepífita;Nativa;No Evaluada;van Dulmen 307 (COAH);;Amazonia;100 m;300 m;Amazonas, Caquetá, Putumayo, Vaupés;N Suramérica E Andes
3952;PANDANACEAE;Pandanus;Pandanus tectorius;Du Roi;;Idárraga et al. 2011;Pandanus tectorius var. sanderi (Sander) B.C.Stone;Árbol;Cultivada;No Evaluada;Espinal 4135 (MEDEL);;Andes, Islas Caribeñas, Pacífico;0 m;1500 m;Antioquia, Cauca, Quindío, San Andrés, Providencia y Santa Catalina;"Nativa de NE Australia y Polinesia; cultivada en los trópicos"
